id,task,stimulus,density,frequency,length,item,rt,log_rt,correct,NumID
L4,lexdec,word,high,high,4,safe,.922,-.0812100554255432,TRUE,20
L4,lexdec,word,high,high,4,mark,.531,-.632993257740198,TRUE,20
L4,lexdec,word,high,high,5,games,.828,-.188742124596877,TRUE,20
L4,lexdec,word,high,high,5,track,1.484,.394741144745189,TRUE,20
L4,lexdec,word,high,high,5,rates,.875,-.133531392624523,TRUE,20
L4,lexdec,word,high,high,6,stared,1.187,.171429115627531,TRUE,20
L4,lexdec,word,high,high,6,showed,1,0,TRUE,20
L4,lexdec,nonword,high,low,4,salf,4.032,1.39426253076907,TRUE,20
L4,lexdec,nonword,high,low,4,aive,1.359,.306749135169007,TRUE,20
L4,lexdec,nonword,high,low,5,saped,2.172,.775648402071689,TRUE,20
L4,lexdec,nonword,high,low,5,hiped,1.734,.55043087835835,TRUE,20
L4,lexdec,nonword,high,low,6,craked,3.703,1.30914330193148,TRUE,20
L4,lexdec,nonword,high,low,6,swores,2.578,.947013904516996,TRUE,20
L4,lexdec,nonword,high,low,6,blaced,.953,-.048140375327935,TRUE,20
L4,lexdec,nonword,high,low,4,looc,.797,-.226900600191922,TRUE,20
L4,lexdec,nonword,high,low,4,baln,1.64,.494696241836107,TRUE,20
L4,lexdec,nonword,high,low,5,zaste,4.781,1.56464972964397,TRUE,20
L4,lexdec,nonword,high,low,5,wimed,1.093,.0889262091944015,TRUE,20
L4,lexdec,nonword,high,low,5,keeks,.859,-.151986356997882,TRUE,20
L4,lexdec,nonword,high,low,4,draz,1.047,.0459289318883997,TRUE,20
L4,lexdec,nonword,high,low,4,mies,1.078,.0751074724868055,TRUE,20
L4,lexdec,nonword,high,low,4,stim,1.828,.603222473031958,TRUE,20
L4,lexdec,nonword,high,low,5,talts,.875,-.133531392624523,TRUE,20
L4,lexdec,nonword,high,low,5,wumps,.828,-.188742124596877,TRUE,20
L4,lexdec,nonword,high,low,6,snocks,1.844,.611937125134402,TRUE,20
L4,lexdec,nonword,high,low,4,yuts,.937,-.0650719967437148,TRUE,20
L4,lexdec,nonword,high,low,4,fler,1.063,.0610950993598108,TRUE,20
L4,lexdec,nonword,high,low,4,plap,.829,-.187535123846842,TRUE,20
L4,lexdec,nonword,high,low,5,wongs,1.64,.494696241836107,TRUE,20
L4,lexdec,nonword,high,low,5,rairs,.938,-.0640053299759124,TRUE,20
L4,lexdec,nonword,high,low,6,cicked,1.031,.0305292050348228,TRUE,20
L4,lexdec,nonword,high,low,6,vocked,.781,-.247180129142451,TRUE,20
L4,lexdec,nonword,high,low,4,waip,.797,-.226900600191922,TRUE,20
L4,lexdec,nonword,high,low,4,zoss,.781,-.247180129142451,TRUE,20
L4,lexdec,nonword,high,low,4,thap,.954,-.0470916075338506,TRUE,20
L4,lexdec,nonword,high,low,5,glave,1.859,.620038708739307,TRUE,20
L4,lexdec,nonword,high,low,5,snall,1.093,.0889262091944015,TRUE,20
L4,lexdec,nonword,high,low,6,zailed,1.015,.0148886124937506,TRUE,20
L4,lexdec,nonword,high,low,6,mooled,.969,-.0314906670913708,TRUE,20
L4,lexdec,nonword,high,low,6,ginged,.922,-.0812100554255432,TRUE,20
L4,lexdec,word,high,low,4,cove,.922,-.0812100554255432,TRUE,20
L4,lexdec,word,high,low,4,wail,.891,-.115410851511328,TRUE,20
L4,lexdec,word,high,low,5,stark,1.328,.283674051054242,TRUE,20
L4,lexdec,word,high,low,5,rowed,1.062,.0601539228197471,TRUE,20
L4,lexdec,word,high,low,5,latch,.797,-.226900600191922,TRUE,20
L4,lexdec,word,high,low,6,fender,1.125,.117783035656383,TRUE,20
L4,lexdec,word,high,low,6,singer,.891,-.115410851511328,TRUE,20
L4,lexdec,word,high,low,4,ramp,1.093,.0889262091944015,TRUE,20
L4,lexdec,word,high,low,4,coil,.625,-.470003629245736,TRUE,20
L4,lexdec,word,high,low,4,teen,1.14,.131028262406404,TRUE,20
L4,lexdec,word,high,low,5,rover,.688,-.373966441048793,TRUE,20
L4,lexdec,word,high,low,5,liner,1.359,.306749135169007,TRUE,20
L4,lexdec,word,high,low,5,merry,.766,-.266573109241546,TRUE,20
L4,lexdec,word,high,low,6,wailed,.953,-.048140375327935,TRUE,20
L4,lexdec,word,high,low,6,ragged,2.5,.916290731874155,TRUE,20
L4,lexdec,word,high,low,4,mule,1.079,.0760346862759976,TRUE,20
L4,lexdec,word,high,low,4,hike,.875,-.133531392624523,TRUE,20
L4,lexdec,word,high,low,4,swan,.782,-.245900538436826,TRUE,20
L4,lexdec,word,high,low,5,mouse,.797,-.226900600191922,TRUE,20
L4,lexdec,word,high,low,5,forts,2.563,.941178447381934,TRUE,20
L4,lexdec,word,high,low,6,paving,1.015,.0148886124937506,TRUE,20
L4,lexdec,word,high,low,6,soared,.812,-.208254938820459,TRUE,20
L4,lexdec,word,high,low,4,mend,.797,-.226900600191922,TRUE,20
L4,lexdec,word,high,low,4,hack,.922,-.0812100554255432,TRUE,20
L4,lexdec,word,high,low,4,flaw,1.047,.0459289318883997,TRUE,20
L4,lexdec,word,high,low,5,berry,.859,-.151986356997882,TRUE,20
L4,lexdec,word,high,low,5,gears,.812,-.208254938820459,TRUE,20
L4,lexdec,word,high,low,6,winged,1.468,.383900930192324,TRUE,20
L4,lexdec,word,high,low,6,banker,.609,-.49593701127224,TRUE,20
L4,lexdec,word,high,low,6,rocket,.891,-.115410851511328,TRUE,20
L4,lexdec,word,high,low,4,vent,.781,-.247180129142451,TRUE,20
L4,lexdec,word,high,low,4,gilt,1.079,.0760346862759976,TRUE,20
L4,lexdec,word,high,low,4,zeal,1.453,.373630384588146,TRUE,20
L4,lexdec,word,high,low,5,hatch,2.297,.831603923706961,TRUE,20
L4,lexdec,word,high,low,5,minus,.235,-1.44816976483798,TRUE,20
L4,lexdec,word,high,low,5,packs,.672,-.397496938458987,TRUE,20
L4,lexdec,word,high,low,6,ringed,1.625,.485507815781701,TRUE,20
L4,lexdec,word,high,low,6,mashed,.812,-.208254938820459,TRUE,20
L4,lexdec,nonword,low,high,4,xazz,1.953,.669366651894542,TRUE,20
L4,lexdec,nonword,low,high,4,wefg,1.031,.0305292050348228,TRUE,20
L4,lexdec,nonword,low,high,4,plau,1.672,.51402051466251,TRUE,20
L4,lexdec,nonword,low,high,5,phuph,2.688,.988797422660903,TRUE,20
L4,lexdec,nonword,low,high,5,psems,.938,-.0640053299759124,TRUE,20
L4,lexdec,nonword,low,high,6,flepts,3.281,1.18814825397896,TRUE,20
L4,lexdec,nonword,low,high,6,triues,1.484,.394741144745189,TRUE,20
L4,lexdec,nonword,low,high,6,knenge,1.407,.341459778132252,TRUE,20
L4,lexdec,nonword,low,high,4,aerd,.797,-.226900600191922,TRUE,20
L4,lexdec,nonword,low,high,4,tauv,.656,-.421594490038048,TRUE,20
L4,lexdec,nonword,low,high,4,wlus,.782,-.245900538436826,TRUE,20
L4,lexdec,nonword,low,high,5,stfte,1.031,.0305292050348228,TRUE,20
L4,lexdec,nonword,low,high,5,joljs,.844,-.16960278438618,TRUE,20
L4,lexdec,nonword,low,high,5,ayped,1.375,.318453731118535,TRUE,20
L4,lexdec,nonword,low,high,6,luxged,.781,-.247180129142451,TRUE,20
L4,lexdec,nonword,low,high,6,mhurch,1.454,.374318379111328,TRUE,20
L4,lexdec,nonword,low,high,4,urae,.828,-.188742124596877,TRUE,20
L4,lexdec,nonword,low,high,4,nras,1.032,.031498667059371,TRUE,20
L4,lexdec,nonword,low,high,4,qymn,.938,-.0640053299759124,TRUE,20
L4,lexdec,nonword,low,high,5,monqh,.766,-.266573109241546,TRUE,20
L4,lexdec,nonword,low,high,5,blavt,1.672,.51402051466251,TRUE,20
L4,lexdec,nonword,low,high,6,lulred,1.141,.131905070879939,TRUE,20
L4,lexdec,nonword,low,high,6,aooves,.797,-.226900600191922,TRUE,20
L4,lexdec,nonword,low,high,4,niys,.703,-.352398387171472,TRUE,20
L4,lexdec,nonword,low,high,4,sjiv,1.078,.0751074724868055,TRUE,20
L4,lexdec,nonword,low,high,5,sgoal,.891,-.115410851511328,TRUE,20
L4,lexdec,nonword,low,high,5,pikts,.812,-.208254938820459,TRUE,20
L4,lexdec,nonword,low,high,5,dyxes,1.485,.395414772254663,TRUE,20
L4,lexdec,nonword,low,high,6,reuged,1.203,.184818436992542,TRUE,20
L4,lexdec,nonword,low,high,6,menxge,.812,-.208254938820459,TRUE,20
L4,lexdec,nonword,low,high,4,nsrm,.625,-.470003629245736,TRUE,20
L4,lexdec,nonword,low,high,4,bhef,.735,-.3078847797693,TRUE,20
L4,lexdec,nonword,low,high,4,dwrm,.718,-.331285709933913,TRUE,20
L4,lexdec,nonword,low,high,5,snohd,.844,-.16960278438618,TRUE,20
L4,lexdec,nonword,low,high,5,drous,2.344,.851858871714766,TRUE,20
L4,lexdec,nonword,low,high,6,glzzed,.937,-.0650719967437148,TRUE,20
L4,lexdec,nonword,low,high,6,lroods,.797,-.226900600191922,TRUE,20
L4,lexdec,word,low,high,4,golf,.859,-.151986356997882,TRUE,20
L4,lexdec,word,low,high,4,film,.875,-.133531392624523,TRUE,20
L4,lexdec,word,low,high,4,evil,1,0,TRUE,20
L4,lexdec,word,low,high,5,names,.844,-.16960278438618,TRUE,20
L4,lexdec,word,low,high,5,steel,.906,-.0987159729391577,TRUE,20
L4,lexdec,word,low,high,6,raised,.938,-.0640053299759124,TRUE,20
L4,lexdec,word,low,high,6,talked,1.672,.51402051466251,TRUE,20
L4,lexdec,word,low,high,4,eggs,1.718,.541160823562064,TRUE,20
L4,lexdec,word,low,high,4,unit,.875,-.133531392624523,TRUE,20
L4,lexdec,word,low,high,5,serve,2.344,.851858871714766,TRUE,20
L4,lexdec,word,low,high,5,queen,.843,-.170788320980282,TRUE,20
L4,lexdec,word,low,high,5,image,.907,-.0976128288670004,TRUE,20
L4,lexdec,word,low,high,6,normal,1.641,.495305812107954,TRUE,20
L4,lexdec,word,low,high,6,tongue,.891,-.115410851511328,TRUE,20
L4,lexdec,word,low,high,4,plus,1.375,.318453731118535,TRUE,20
L4,lexdec,word,low,high,4,drop,.766,-.266573109241546,TRUE,20
L4,lexdec,word,low,high,5,enemy,.703,-.352398387171472,TRUE,20
L4,lexdec,word,low,high,5,thick,.781,-.247180129142451,TRUE,20
L4,lexdec,word,low,high,5,towns,1,0,TRUE,20
L4,lexdec,word,low,high,6,effort,.641,-.444725822061467,TRUE,20
L4,lexdec,word,low,high,6,weight,.484,-.725670372265505,TRUE,20
L4,lexdec,word,low,high,4,glad,.703,-.352398387171472,TRUE,20
L4,lexdec,word,low,high,4,ends,.203,-1.59454929994035,TRUE,20
L4,lexdec,word,low,high,5,march,.719,-.32989392126109,TRUE,20
L4,lexdec,word,low,high,5,limit,.734,-.309246250367621,TRUE,20
L4,lexdec,word,low,high,6,smiled,.703,-.352398387171472,TRUE,20
L4,lexdec,word,low,high,6,strain,1.14,.131028262406404,TRUE,20
L4,lexdec,word,low,high,4,self,.609,-.49593701127224,TRUE,20
L4,lexdec,word,low,high,4,join,.672,-.397496938458987,TRUE,20
L4,lexdec,word,low,high,4,sign,.672,-.397496938458987,TRUE,20
L4,lexdec,word,low,high,5,facts,.672,-.397496938458987,TRUE,20
L4,lexdec,word,low,high,5,noted,1.671,.513422249613257,TRUE,20
L4,lexdec,word,low,high,6,motion,.875,-.133531392624523,TRUE,20
L4,lexdec,word,low,high,6,caused,.781,-.247180129142451,TRUE,20
L4,lexdec,nonword,low,low,4,ufts,1.984,.685115008862681,TRUE,20
L4,lexdec,nonword,low,low,4,keph,1.922,.653366310548101,TRUE,20
L4,lexdec,nonword,low,low,4,nege,1.188,.172271220940453,TRUE,20
L4,lexdec,nonword,low,low,5,kwauc,1.969,.677525799656989,TRUE,20
L4,lexdec,nonword,low,low,5,gwern,.984,-.0161293819298836,TRUE,20
L4,lexdec,nonword,low,low,6,bounge,2.5,.916290731874155,TRUE,20
L4,lexdec,nonword,low,low,4,pryp,.859,-.151986356997882,TRUE,20
L4,lexdec,nonword,low,low,4,gwil,1.047,.0459289318883997,TRUE,20
L4,lexdec,nonword,low,low,4,deuf,1.016,.0158733491562902,TRUE,20
L4,lexdec,nonword,low,low,5,volms,.907,-.0976128288670004,TRUE,20
L4,lexdec,nonword,low,low,5,terpe,.828,-.188742124596877,TRUE,20
L4,lexdec,nonword,low,low,5,thaik,.781,-.247180129142451,TRUE,20
L4,lexdec,nonword,low,low,6,glabed,.86,-.150822889734584,TRUE,20
L4,lexdec,nonword,low,low,6,keched,1.204,.185649346886629,TRUE,20
L4,lexdec,nonword,low,low,4,hoac,.984,-.0161293819298836,TRUE,20
L4,lexdec,nonword,low,low,4,dwek,1.094,.0898407039997895,TRUE,20
L4,lexdec,nonword,low,low,5,grieg,1.265,.235072122179483,TRUE,20
L4,lexdec,nonword,low,low,5,clett,.234,-1.45243416362444,TRUE,20
L4,lexdec,nonword,low,low,5,highf,1.141,.131905070879939,TRUE,20
L4,lexdec,nonword,low,low,6,weiths,1.032,.031498667059371,TRUE,20
L4,lexdec,nonword,low,low,6,korged,.968,-.0325231917055601,TRUE,20
L4,lexdec,nonword,low,low,4,ipce,.875,-.133531392624523,TRUE,20
L4,lexdec,nonword,low,low,4,dwur,.782,-.245900538436826,TRUE,20
L4,lexdec,nonword,low,low,4,zarc,1.89,.636576829071551,TRUE,20
L4,lexdec,nonword,low,low,5,yoarm,.859,-.151986356997882,TRUE,20
L4,lexdec,nonword,low,low,5,scanx,1.704,.532978428407124,TRUE,20
L4,lexdec,nonword,low,low,6,whoals,1.094,.0898407039997895,TRUE,20
L4,lexdec,nonword,low,low,6,cratts,1.625,.485507815781701,TRUE,20
L4,lexdec,nonword,low,low,4,jeev,.796,-.228156093137754,TRUE,20
L4,lexdec,nonword,low,low,4,zyts,.828,-.188742124596877,TRUE,20
L4,lexdec,nonword,low,low,4,naln,.703,-.352398387171472,TRUE,20
L4,lexdec,nonword,low,low,5,plood,.891,-.115410851511328,TRUE,20
L4,lexdec,nonword,low,low,5,snauk,.953,-.048140375327935,TRUE,20
L4,lexdec,nonword,low,low,6,froads,.812,-.208254938820459,TRUE,20
L4,lexdec,nonword,low,low,6,mowlds,.828,-.188742124596877,TRUE,20
L4,lexdec,word,low,low,4,numb,.953,-.048140375327935,TRUE,20
L4,lexdec,word,low,low,4,jolt,.969,-.0314906670913708,TRUE,20
L4,lexdec,word,low,low,4,loaf,.984,-.0161293819298836,TRUE,20
L4,lexdec,word,low,low,5,abide,1.203,.184818436992542,TRUE,20
L4,lexdec,word,low,low,5,easel,.891,-.115410851511328,TRUE,20
L4,lexdec,word,low,low,5,discs,1.015,.0148886124937506,TRUE,20
L4,lexdec,word,low,low,6,bolted,.906,-.0987159729391577,TRUE,20
L4,lexdec,word,low,low,6,nudged,1.234,.210260925483196,TRUE,20
L4,lexdec,word,low,low,4,soak,.875,-.133531392624523,TRUE,20
L4,lexdec,word,low,low,4,oxen,2.531,.928614481562987,TRUE,20
L4,lexdec,word,low,low,5,roast,.562,-.576253429088446,TRUE,20
L4,lexdec,word,low,low,5,knack,1.437,.362557607096888,TRUE,20
L4,lexdec,word,low,low,5,ounce,1.375,.318453731118535,TRUE,20
L4,lexdec,word,low,low,6,inform,.656,-.421594490038048,TRUE,20
L4,lexdec,word,low,low,6,taxing,.984,-.0161293819298836,TRUE,20
L4,lexdec,word,low,low,6,chewed,.562,-.576253429088446,TRUE,20
L4,lexdec,word,low,low,4,void,.734,-.309246250367621,TRUE,20
L4,lexdec,word,low,low,4,wrap,.953,-.048140375327935,TRUE,20
L4,lexdec,word,low,low,4,mesh,2.781,1.02281057525183,TRUE,20
L4,lexdec,word,low,low,5,sofas,1.234,.210260925483196,TRUE,20
L4,lexdec,word,low,low,5,quart,1.234,.210260925483196,TRUE,20
L4,lexdec,word,low,low,5,derby,.781,-.247180129142451,TRUE,20
L4,lexdec,word,low,low,6,larvae,1.141,.131905070879939,TRUE,20
L4,lexdec,word,low,low,6,undone,.891,-.115410851511328,TRUE,20
L4,lexdec,word,low,low,4,hazy,1.563,.44660705143934,TRUE,20
L4,lexdec,word,low,low,4,knit,2.094,.739076112448345,TRUE,20
L4,lexdec,word,low,low,4,oval,.688,-.373966441048793,TRUE,20
L4,lexdec,word,low,low,5,hosts,1.047,.0459289318883997,TRUE,20
L4,lexdec,word,low,low,5,plush,.891,-.115410851511328,TRUE,20
L4,lexdec,word,low,low,6,glazed,.813,-.207024169434327,TRUE,20
L4,lexdec,word,low,low,6,compel,1.969,.677525799656989,TRUE,20
L4,lexdec,word,low,low,6,wedged,.797,-.226900600191922,TRUE,20
L4,lexdec,word,low,low,4,chef,.688,-.373966441048793,TRUE,20
L4,lexdec,word,low,low,4,isle,1.468,.383900930192324,TRUE,20
L4,lexdec,word,low,low,5,reins,.719,-.32989392126109,TRUE,20
L4,lexdec,word,low,low,5,lawns,1.125,.117783035656383,TRUE,20
L4,lexdec,word,low,low,6,spiced,.704,-.350976922824095,TRUE,20
L4,lexdec,word,low,low,6,weighs,1.485,.395414772254663,TRUE,20
L4,lexdec,word,low,low,6,darted,.813,-.207024169434327,TRUE,20
L5,lexdec,nonword,high,high,4,xage,2.218,.796605888928175,TRUE,21
L5,lexdec,nonword,high,high,4,uows,1.219,.198030850499135,TRUE,21
L5,lexdec,nonword,high,high,5,iulls,2.14,.76080582903376,TRUE,21
L5,lexdec,nonword,high,high,5,uares,1.563,.44660705143934,TRUE,21
L5,lexdec,nonword,high,high,6,uucked,1.656,.504405055963068,TRUE,21
L5,lexdec,nonword,high,high,6,seaqed,1.844,.611937125134402,TRUE,21
L5,lexdec,nonword,high,high,6,eapped,1.391,.330022912941306,TRUE,21
L5,lexdec,nonword,high,high,4,iape,1.391,.330022912941306,TRUE,21
L5,lexdec,nonword,high,high,4,tiue,.672,-.397496938458987,TRUE,21
L5,lexdec,nonword,high,high,5,aeeds,1.172,.158711691154821,TRUE,21
L5,lexdec,nonword,high,high,5,ients,1.625,.485507815781701,TRUE,21
L5,lexdec,nonword,high,high,5,uands,.984,-.0161293819298836,TRUE,21
L5,lexdec,nonword,high,high,6,leaoed,1.078,.0751074724868055,TRUE,21
L5,lexdec,nonword,high,high,6,peeaed,.89,-.116533816255952,TRUE,21
L5,lexdec,nonword,high,high,4,iout,.516,-.661648513500574,TRUE,21
L5,lexdec,nonword,high,high,4,sanh,.469,-.757152510535858,TRUE,21
L5,lexdec,nonword,high,high,4,braj,2.11,.746687947487975,TRUE,21
L5,lexdec,nonword,high,high,5,aeals,1.063,.0610950993598108,TRUE,21
L5,lexdec,nonword,high,high,5,wiwes,1.516,.41607528722018,TRUE,21
L5,lexdec,nonword,high,high,5,aoped,1.203,.184818436992542,TRUE,21
L5,lexdec,nonword,high,high,6,staoes,1.266,.235862323721984,TRUE,21
L5,lexdec,nonword,high,high,6,grajes,.609,-.49593701127224,TRUE,21
L5,lexdec,nonword,high,high,4,aown,1.11,.104360015324243,TRUE,21
L5,lexdec,nonword,high,high,4,uabs,.625,-.470003629245736,TRUE,21
L5,lexdec,nonword,high,high,5,oales,1.015,.0148886124937506,TRUE,21
L5,lexdec,nonword,high,high,5,iared,1.39,.3293037471426,TRUE,21
L5,lexdec,nonword,high,high,5,iound,1.844,.611937125134402,TRUE,21
L5,lexdec,nonword,high,high,6,sgacks,.875,-.133531392624523,TRUE,21
L5,lexdec,nonword,high,high,6,sjares,.625,-.470003629245736,TRUE,21
L5,lexdec,nonword,high,high,4,oang,1.094,.0898407039997895,TRUE,21
L5,lexdec,nonword,high,high,4,iunt,.578,-.54818141030976,TRUE,21
L5,lexdec,nonword,high,high,4,daie,.5,-.693147180559945,TRUE,21
L5,lexdec,nonword,high,high,5,shaoe,.703,-.352398387171472,TRUE,21
L5,lexdec,nonword,high,high,5,mioes,.75,-.287682072451781,TRUE,21
L5,lexdec,nonword,high,high,5,eoods,1.484,.394741144745189,TRUE,21
L5,lexdec,nonword,high,high,6,aocked,.563,-.574475650842447,TRUE,21
L5,lexdec,word,high,high,4,blow,1.422,.352064331381049,TRUE,21
L5,lexdec,word,high,high,4,list,1.313,.272314595320659,TRUE,21
L5,lexdec,word,high,high,5,moves,2.328,.845009529869191,TRUE,21
L5,lexdec,word,high,high,5,bound,1.39,.3293037471426,TRUE,21
L5,lexdec,word,high,high,5,forms,1.953,.669366651894542,TRUE,21
L5,lexdec,word,high,high,6,rights,1.219,.198030850499135,TRUE,21
L5,lexdec,word,high,high,6,locked,1.5,.405465108108164,TRUE,21
L5,lexdec,word,high,high,4,boat,1.062,.0601539228197471,TRUE,21
L5,lexdec,word,high,high,4,ship,.937,-.0650719967437148,TRUE,21
L5,lexdec,word,high,high,5,sight,.672,-.397496938458987,TRUE,21
L5,lexdec,word,high,high,5,sales,1.5,.405465108108164,TRUE,21
L5,lexdec,word,high,high,6,paying,1.031,.0305292050348228,TRUE,21
L5,lexdec,word,high,high,6,finger,1.266,.235862323721984,TRUE,21
L5,lexdec,word,high,high,4,push,.906,-.0987159729391577,TRUE,21
L5,lexdec,word,high,high,4,race,.984,-.0161293819298836,TRUE,21
L5,lexdec,word,high,high,5,lower,1.156,.144965770250186,TRUE,21
L5,lexdec,word,high,high,5,walls,1.594,.466246580368023,TRUE,21
L5,lexdec,word,high,high,5,faced,3.031,1.10889259807567,TRUE,21
L5,lexdec,word,high,high,6,latter,2.063,.724161234089115,TRUE,21
L5,lexdec,word,high,high,6,bitter,.953,-.048140375327935,TRUE,21
L5,lexdec,word,high,high,6,formed,1.25,.22314355131421,TRUE,21
L5,lexdec,word,high,high,4,coal,1.125,.117783035656383,TRUE,21
L5,lexdec,word,high,high,4,tour,.641,-.444725822061467,TRUE,21
L5,lexdec,word,high,high,5,train,1.047,.0459289318883997,TRUE,21
L5,lexdec,word,high,high,5,beach,.562,-.576253429088446,TRUE,21
L5,lexdec,word,high,high,5,homes,1.688,.523544396173765,TRUE,21
L5,lexdec,word,high,high,6,picked,1.203,.184818436992542,TRUE,21
L5,lexdec,word,high,high,4,safe,.656,-.421594490038048,TRUE,21
L5,lexdec,word,high,high,4,feed,.859,-.151986356997882,TRUE,21
L5,lexdec,word,high,high,5,paint,.594,-.520875959619492,TRUE,21
L5,lexdec,word,high,high,5,games,.921,-.0822952427268302,TRUE,21
L5,lexdec,word,high,high,5,rates,.718,-.331285709933913,TRUE,21
L5,lexdec,word,high,high,6,showed,.797,-.226900600191922,TRUE,21
L5,lexdec,word,high,high,6,missed,.657,-.420071260497527,TRUE,21
L5,lexdec,nonword,high,low,4,lois,1.953,.669366651894542,TRUE,21
L5,lexdec,nonword,high,low,4,doon,2.563,.941178447381934,TRUE,21
L5,lexdec,nonword,high,low,5,stams,1.344,.295650242100958,TRUE,21
L5,lexdec,nonword,high,low,5,saped,3.796,1.33394788074768,TRUE,21
L5,lexdec,nonword,high,low,5,vobes,1.391,.330022912941306,TRUE,21
L5,lexdec,nonword,high,low,6,craked,2.312,.838112950810131,TRUE,21
L5,lexdec,nonword,high,low,6,hipped,1.609,.475612868010246,TRUE,21
L5,lexdec,nonword,high,low,6,poiled,2.578,.947013904516996,TRUE,21
L5,lexdec,nonword,high,low,4,vown,1.172,.158711691154821,TRUE,21
L5,lexdec,nonword,high,low,4,looc,1.609,.475612868010246,TRUE,21
L5,lexdec,nonword,high,low,4,slol,1.547,.436317571590929,TRUE,21
L5,lexdec,nonword,high,low,5,zaste,1.203,.184818436992542,TRUE,21
L5,lexdec,nonword,high,low,5,keeks,.562,-.576253429088446,TRUE,21
L5,lexdec,nonword,high,low,5,feeks,1.86,.62057648772511,TRUE,21
L5,lexdec,nonword,high,low,6,blaked,.859,-.151986356997882,TRUE,21
L5,lexdec,nonword,high,low,6,lamped,1.343,.294905917541101,TRUE,21
L5,lexdec,nonword,high,low,4,mies,1.453,.373630384588146,TRUE,21
L5,lexdec,nonword,high,low,4,stim,.906,-.0987159729391577,TRUE,21
L5,lexdec,nonword,high,low,5,wumps,1.391,.330022912941306,TRUE,21
L5,lexdec,nonword,high,low,5,talts,1.016,.0158733491562902,TRUE,21
L5,lexdec,nonword,high,low,5,solts,1.5,.405465108108164,TRUE,21
L5,lexdec,nonword,high,low,6,treaks,1.25,.22314355131421,TRUE,21
L5,lexdec,nonword,high,low,6,lanked,1.468,.383900930192324,TRUE,21
L5,lexdec,nonword,high,low,4,plap,.859,-.151986356997882,TRUE,21
L5,lexdec,nonword,high,low,4,bups,.781,-.247180129142451,TRUE,21
L5,lexdec,nonword,high,low,5,traws,.984,-.0161293819298836,TRUE,21
L5,lexdec,nonword,high,low,5,rairs,1.078,.0751074724868055,TRUE,21
L5,lexdec,nonword,high,low,5,wongs,1.359,.306749135169007,TRUE,21
L5,lexdec,nonword,high,low,6,looned,.89,-.116533816255952,TRUE,21
L5,lexdec,nonword,high,low,6,eacked,1.953,.669366651894542,TRUE,21
L5,lexdec,nonword,high,low,4,gark,1.141,.131905070879939,TRUE,21
L5,lexdec,nonword,high,low,4,thap,.641,-.444725822061467,TRUE,21
L5,lexdec,nonword,high,low,5,trile,.578,-.54818141030976,TRUE,21
L5,lexdec,nonword,high,low,5,glave,.812,-.208254938820459,TRUE,21
L5,lexdec,nonword,high,low,5,saged,1.297,.260053905334307,TRUE,21
L5,lexdec,nonword,high,low,6,sulled,1.079,.0760346862759976,TRUE,21
L5,lexdec,nonword,high,low,6,zailed,1,0,TRUE,21
L5,lexdec,word,high,low,4,cove,1.797,.586118607801422,TRUE,21
L5,lexdec,word,high,low,4,wail,1.375,.318453731118535,TRUE,21
L5,lexdec,word,high,low,4,curl,2.609,.958967006154591,TRUE,21
L5,lexdec,word,high,low,5,pines,2.219,.797056643950457,TRUE,21
L5,lexdec,word,high,low,5,rowed,4.375,1.47590651980958,TRUE,21
L5,lexdec,word,high,low,6,cocked,1.094,.0898407039997895,TRUE,21
L5,lexdec,word,high,low,6,singer,1.765,.56815069038526,TRUE,21
L5,lexdec,word,high,low,4,tilt,1.36,.307484699747961,TRUE,21
L5,lexdec,word,high,low,4,ramp,1.063,.0610950993598108,TRUE,21
L5,lexdec,word,high,low,5,grate,3.406,1.2255385822405,TRUE,21
L5,lexdec,word,high,low,5,rover,1.125,.117783035656383,TRUE,21
L5,lexdec,word,high,low,5,merry,.703,-.352398387171472,TRUE,21
L5,lexdec,word,high,low,6,lashes,1.468,.383900930192324,TRUE,21
L5,lexdec,word,high,low,6,licked,.781,-.247180129142451,TRUE,21
L5,lexdec,word,high,low,4,wink,1.25,.22314355131421,TRUE,21
L5,lexdec,word,high,low,4,hike,1.125,.117783035656383,TRUE,21
L5,lexdec,word,high,low,5,mouse,.765,-.267879445155601,TRUE,21
L5,lexdec,word,high,low,5,scare,1.469,.38458189719174,TRUE,21
L5,lexdec,word,high,low,5,forts,2.078,.731405892677036,TRUE,21
L5,lexdec,word,high,low,6,paving,1.344,.295650242100958,TRUE,21
L5,lexdec,word,high,low,6,spared,.969,-.0314906670913708,TRUE,21
L5,lexdec,word,high,low,4,lure,1.594,.466246580368023,TRUE,21
L5,lexdec,word,high,low,4,mend,.797,-.226900600191922,TRUE,21
L5,lexdec,word,high,low,5,berry,1.438,.363253259298855,TRUE,21
L5,lexdec,word,high,low,5,bully,.578,-.54818141030976,TRUE,21
L5,lexdec,word,high,low,5,gears,1.438,.363253259298855,TRUE,21
L5,lexdec,word,high,low,6,rocket,1,0,TRUE,21
L5,lexdec,word,high,low,6,washes,.922,-.0812100554255432,TRUE,21
L5,lexdec,word,high,low,6,jagged,.578,-.54818141030976,TRUE,21
L5,lexdec,word,high,low,4,yell,.813,-.207024169434327,TRUE,21
L5,lexdec,word,high,low,5,minus,.579,-.546452801409142,TRUE,21
L5,lexdec,word,high,low,5,packs,1.469,.38458189719174,TRUE,21
